,PMCID,Class_mean
20454,['7187627'],Relevant
20455,['7354559'],Relevant
20456,['8175183'],Relevant
20457,['7068430'],Relevant
20458,['4405338'],Relevant
20459,['5532234'],Relevant
20460,['6262611'],Relevant
20461,['6561000'],Relevant
20462,['7524640'],Relevant
20463,['5097165'],Relevant
20464,['2898055'],Relevant
20465,['2222957'],Relevant
20466,['2448450'],Relevant
20467,['6580365'],Relevant
20468,['7650833'],Relevant
20469,['5721633'],Relevant
20470,['2631684'],Relevant
20471,['5322641'],Relevant
20472,['7498288'],Relevant
20473,['8506037'],Relevant
20474,['7823524'],Relevant
20475,['5523143'],Relevant
20476,['6092391'],Relevant
20477,['6365812'],Relevant
20478,['5678241'],Relevant
20479,['5312727'],Relevant
20480,['5447083'],Relevant
20481,['6166264'],Relevant
20482,['3110132'],Relevant
20483,['4777026'],Relevant
20484,['3160910'],Relevant
20485,['3231925'],Relevant
20486,['4225590'],Relevant
20487,['5501780'],Relevant
20488,['7054097'],Relevant
20489,['3867258'],Relevant
20490,['7896901'],Relevant
20491,['5388647'],Relevant
20492,['4991070'],Relevant
20493,['4519314'],Relevant
20494,['6218967'],Relevant
20495,['8072979'],Relevant
20496,['2709628'],Relevant
20497,['3373084'],Relevant
20498,['8406134'],Relevant
20499,['4283610'],Relevant
20500,['5717835'],Relevant
20501,['5433077'],Relevant
20502,['6821047'],Relevant
20503,['4006737'],Relevant
20504,['6879462'],Relevant
20505,['7936488'],Relevant
20506,['3183045'],Relevant
20507,['4195664'],Relevant
20508,['2526484'],Relevant
20509,['5626159'],Relevant
20510,['7597632'],Relevant
20511,['7528005'],Relevant
20512,['4453576'],Relevant
20513,['5348864'],Relevant
20514,['7254748'],Relevant
20515,['3419520'],Relevant
20516,['5727048'],Relevant
20517,['8067300'],Relevant
20518,['3615999'],Relevant
20519,['6987626'],Relevant
20520,['5081371'],Relevant
20521,['3408379'],Relevant
20522,['8124579'],Relevant
20523,['6982726'],Relevant
20524,['5193002'],Relevant
20525,['3968331'],Relevant
20526,['6437534'],Relevant
20527,['3545930'],Relevant
20528,['6122451'],Relevant
20529,['8496870'],Relevant
20530,['6512575'],Relevant
20531,['7114158'],Relevant
20532,['6377745'],Relevant
20533,['6374892'],Relevant
20534,['5700737'],Relevant
20535,['7328261'],Relevant
20536,['7676974'],Relevant
20537,['3558308'],Relevant
20538,['3616709'],Relevant
20539,['4972527'],Relevant
20540,['6627861'],Relevant
20541,['7049205'],Relevant
20542,['4413212'],Relevant
20543,['6994673'],Relevant
20544,['5609632'],Relevant
20545,['7523410'],Relevant
20546,['4320753'],Relevant
20547,['7104128'],Relevant
20548,['8480901'],Relevant
20549,['7931118'],Relevant
20550,['3294521'],Relevant
20551,['6107286'],Relevant
20552,['3185361'],Relevant
20553,['3360785'],Relevant
20554,['7862107'],Relevant
20555,['7678320'],Relevant
20556,['4196238'],Relevant
20557,['6636098'],Relevant
20558,['6257651'],Relevant
20559,['6778672'],Relevant
20560,['3675196'],Relevant
20561,['6254503'],Relevant
20562,['4672195'],Relevant
20563,['7159788'],Relevant
20564,['6992215'],Relevant
20565,['5688156'],Relevant
20566,['6717881'],Relevant
20567,['4545921'],Relevant
20568,['5881028'],Relevant
20569,['5442226'],Relevant
20570,['4622239'],Relevant
20571,['5579930'],Relevant
20572,['3560520'],Relevant
20573,['5504797'],Relevant
20574,['6272562'],Relevant
20575,['4936459'],Relevant
20576,['2672614'],Relevant
20577,['4216208'],Relevant
20578,['5418237'],Relevant
20579,['3252835'],Relevant
20580,['6438982'],Relevant
20581,['6412348'],Relevant
20582,['4939298'],Relevant
20583,['6396047'],Relevant
20584,['7495777'],Relevant
20585,['3280451'],Relevant
20586,['7811285'],Relevant
20587,['4045944'],Relevant
20588,['7121683'],Relevant
20589,['7006016'],Relevant
20590,['5735573'],Relevant
20591,['7347193'],Relevant
20592,['4554422'],Relevant
20593,['7837958'],Relevant
20594,['3022656'],Relevant
20595,['6147528'],Relevant
20596,['5960466'],Relevant
20597,['1343551'],Relevant
20598,['3735588'],Relevant
20599,['6678183'],Relevant
20600,['3569700'],Relevant
20601,['4389052'],Relevant
20602,['3124967'],Relevant
20603,['7386336'],Relevant
20604,['6306380'],Relevant
20605,['5546580'],Relevant
20606,['7065069'],Relevant
20607,['2721991'],Relevant
20608,['7590998'],Relevant
20609,['7101128'],Relevant
20610,['6409577'],Relevant
20611,['4277430'],Relevant
20612,['4775052'],Relevant
20613,['6781474'],Relevant
20614,['3094234'],Relevant
20615,['7350236'],Relevant
20616,['3663756'],Relevant
20617,['5915736'],Relevant
20618,['4105491'],Relevant
20619,['7357114'],Relevant
20620,['3016366'],Relevant
20621,['3709164'],Relevant
20622,['1876496'],Relevant
20623,['7378651'],Relevant
20624,['3747172'],Relevant
20625,['3137605'],Relevant
20626,['4856320'],Relevant
20627,['6659710'],Relevant
20628,['4743697'],Relevant
20629,['7169417'],Relevant
20630,['3349103'],Relevant
20631,['6054840'],Relevant
20632,['4312061'],Relevant
20633,['4526193'],Relevant
20634,['6671954'],Relevant
20635,['5846213'],Relevant
20636,['7589814'],Relevant
20637,['7970963'],Relevant
20638,['4640515'],Relevant
20639,['6270726'],Relevant
20640,['6719527'],Relevant
20641,['5882124'],Relevant
20642,['3927611'],Relevant
20643,['7863509'],Relevant
20644,['8156041'],Relevant
20645,['4931482'],Relevant
20646,['7888443'],Relevant
20647,['6525903'],Relevant
20648,['7801109'],Relevant
20649,['7135440'],Relevant
20650,['7828715'],Relevant
20651,['3132872'],Relevant
20652,['3500350'],Relevant
20653,['5806400'],Relevant
20654,['6680358'],Relevant
20655,['8281025'],Relevant
20656,['6679693'],Relevant
20657,['3156505'],Relevant
20658,['7027042'],Relevant
20659,['6053243'],Relevant
20660,['2675270'],Relevant
20661,['8028076'],Relevant
20662,['7285334'],Relevant
20663,['4699331'],Relevant
20664,['4674084'],Relevant
20665,['5137007'],Relevant
20666,['3638308'],Relevant
20667,['7183459'],Relevant
20668,['7097597'],Relevant
20669,['3350388'],Relevant
20670,['8228699'],Relevant
20671,['6748545'],Relevant
20672,['4641156'],Relevant
20673,['8268887'],Relevant
20674,['6474592'],Relevant
20675,['8460391'],Relevant
20676,['8125559'],Relevant
20677,['3639894'],Relevant
20678,['5584092'],Relevant
20679,['4652205'],Relevant
20680,['5554287'],Relevant
20681,['7427548'],Relevant
20682,['6688370'],Relevant
20683,['3534079'],Relevant
20684,['7982564'],Relevant
20685,['3783770'],Relevant
20686,['4294687'],Relevant
20687,['7223357'],Relevant
20688,['6062970'],Relevant
20689,['8229472'],Relevant
20690,['8406317'],Relevant
20691,['4214321'],Relevant
20692,['6521264'],Relevant
20693,['5875258'],Relevant
20694,['7060374'],Relevant
20695,['6630247'],Relevant
20696,['5533434'],Relevant
20697,['6505946'],Relevant
20698,['7094289'],Relevant
20699,['4780153'],Relevant
20700,['3922155'],Relevant
20701,['3183680'],Relevant
20702,['7487985'],Relevant
20703,['4352562'],Relevant
20704,['5291465'],Relevant
20705,['3429404'],Relevant
20706,['4055793'],Relevant
20707,['6129349'],Relevant
20708,['2878234'],Relevant
20709,['6020420'],Relevant
20710,['8199236'],Relevant
20711,['7022640'],Relevant
20712,['3097507'],Relevant
20713,['3717066'],Relevant
20714,['3323148'],Relevant
20715,['6330442'],Relevant
20716,['7597052'],Relevant
20717,['5645638'],Relevant
20718,['4068380'],Relevant
20719,['3169590'],Relevant
20720,['4010478'],Relevant
20721,['5986686'],Relevant
20722,['3735196'],Relevant
20723,['5514151'],Relevant
20724,['6941983'],Relevant
20725,['7352562'],Relevant
20726,['7275049'],Relevant
20727,['6362596'],Relevant
20728,['6563727'],Relevant
20729,['7352376'],Relevant
20730,['8200155'],Relevant
20731,['8407856'],Relevant
20732,['7524266'],Relevant
20733,['8065651'],Relevant
20734,['3821675'],Relevant
20735,['6460862'],Relevant
20736,['7468815'],Relevant
20737,['7574187'],Relevant
20738,['3447969'],Relevant
20739,['4857263'],Relevant
20740,['7929512'],Relevant
20741,['7601545'],Relevant
20742,['6222299'],Relevant
20743,['7823703'],Relevant
20744,['7925540'],Relevant
20745,['4235733'],Relevant
20746,['7399041'],Relevant
20747,['3886491'],Relevant
20748,['7431629'],Relevant
20749,['8106556'],Relevant
20750,['7345299'],Relevant
20751,['6543543'],Relevant
20752,['4649207'],Relevant
20753,['5540972'],Relevant
20754,['4496624'],Relevant
20755,['6274075'],Relevant
20756,['3431237'],Relevant
20757,['7935384'],Relevant
20758,['7466862'],Relevant
20759,['7367350'],Relevant
20760,['4901071'],Relevant
20761,['4079339'],Relevant
20762,['7165338'],Relevant
20763,['3307170'],Relevant
20764,['2989944'],Relevant
20765,['7798461'],Relevant
20766,['4174253'],Relevant
20767,['6004858'],Relevant
20768,['6563726'],Relevant
20769,['8310247'],Relevant
20770,['3965095'],Relevant
20771,['7664199'],Relevant
20772,['3487480'],Relevant
20773,['8222515'],Relevant
20774,['5249206'],Relevant
20775,['5259625'],Relevant
20776,['6591120'],Relevant
20777,['4675989'],Relevant
20778,['7246396'],Relevant
20779,['7770670'],Relevant
20780,['6953785'],Relevant
20781,['2640141'],Relevant
20782,['4654563'],Relevant
20783,['6592562'],Relevant
20784,['5326260'],Relevant
20785,['2516327'],Relevant
20786,['7150079'],Relevant
20787,['5319132'],Relevant
20788,['4983569'],Relevant
20789,['7360822'],Relevant
20790,['2657610'],Relevant
20791,['8148099'],Relevant
20792,['4090895'],Relevant
20793,['6397308'],Relevant
20794,['8435813'],Relevant
20795,['4366286'],Relevant
20796,['5473266'],Relevant
20797,['7698728'],Relevant
20798,['5987787'],Relevant
20799,['6505890'],Relevant
20800,['5928821'],Relevant
20801,['7111479'],Relevant
20802,['6531971'],Relevant
20803,['7747571'],Relevant
20804,['4893543'],Relevant
20805,['6113625'],Relevant
20806,['3063837'],Relevant
20807,['4406153'],Relevant
20808,['2699651'],Relevant
20809,['3659042'],Relevant
20810,['8043341'],Relevant
20811,['6928897'],Relevant
20812,['2810223'],Relevant
20813,['5749712'],Relevant
20814,['8366640'],Relevant
20815,['5641358'],Relevant
20816,['7589870'],Relevant
20817,['6646518'],Relevant
20818,['4964367'],Relevant
20819,['3815239'],Relevant
20820,['5598293'],Relevant
20821,['4729434'],Relevant
20822,['5488367'],Relevant
20823,['5839552'],Relevant
20824,['4748476'],Relevant
20825,['7344992'],Relevant
20826,['4749707'],Relevant
20827,['4413823'],Relevant
20828,['5010689'],Relevant
20829,['4013631'],Relevant
20830,['6297873'],Relevant
20831,['8374148'],Relevant
20832,['8247434'],Relevant
20833,['4269955'],Relevant
20834,['7253170'],Relevant
20835,['6497325'],Relevant
20836,['3902818'],Relevant
20837,['6056395'],Relevant
20838,['8201456'],Relevant
20839,['4995756'],Relevant
20840,['6247239'],Relevant
20841,['7410966'],Relevant
20842,['3181210'],Relevant
20843,['5634576'],Relevant
20844,['8477669'],Relevant
20845,['3952279'],Relevant
20846,['4652190'],Relevant
20847,['4440368'],Relevant
20848,['7225614'],Relevant
20849,['6312856'],Relevant
20850,['2857249'],Relevant
20851,['7371115'],Relevant
20852,['6070247'],Relevant
20853,['2275313'],Relevant
20854,['6338753'],Relevant
20855,['8105390'],Relevant
20856,['4006708'],Relevant
20857,['6866695'],Relevant
20858,['3936853'],Relevant
20859,['6348689'],Relevant
20860,['6479599'],Relevant
20861,['7844274'],Relevant
20862,['6425071'],Relevant
20863,['5038289'],Relevant
20864,['4489972'],Relevant
20865,['8312963'],Relevant
20866,['6897945'],Relevant
20867,['3721208'],Relevant
20868,['4477619'],Relevant
20869,['6965326'],Relevant
20870,['5847195'],Relevant
20871,['7232613'],Relevant
20872,['5744217'],Relevant
20873,['7690468'],Relevant
20874,['4960998'],Relevant
20875,['3534567'],Relevant
20876,['6136541'],Relevant
20877,['544577'],Relevant
20878,['6965323'],Relevant
20879,['7667627'],Relevant
20880,['4328138'],Relevant
20881,['5342179'],Relevant
20882,['7744996'],Relevant
20883,['7152254'],Relevant
20884,['2848647'],Relevant
20885,['2914044'],Relevant
20886,['6965650'],Relevant
20887,['8073330'],Relevant
20888,['4823898'],Relevant
20889,['7095013'],Relevant
20890,['6798602'],Relevant
20891,['5885010'],Relevant
20892,['3378864'],Relevant
20893,['4686708'],Relevant
20894,['5081134'],Relevant
20895,['3458228'],Relevant
20896,['8312574'],Relevant
20897,['3425803'],Relevant
20898,['4847171'],Relevant
20899,['6809445'],Relevant
20900,['1868505'],Relevant
20901,['6225289'],Relevant
20902,['7498326'],Relevant
20903,['6381584'],Relevant
20904,['4189401'],Relevant
20905,['8184742'],Relevant
20906,['3942300'],Relevant
20907,['6963513'],Relevant
20908,['3912800'],Relevant
20909,['7443727'],Relevant
20910,['3698613'],Relevant
20911,['6283533'],Relevant
20912,['5241394'],Relevant
20913,['6070052'],Relevant
20914,['8379790'],Relevant
20915,['7468404'],Relevant
20916,['6162961'],Relevant
20917,['6332266'],Relevant
20918,['7351368'],Relevant
20919,['3307023'],Relevant
20920,['4366196'],Relevant
20921,['6456689'],Relevant
20922,['8096336'],Relevant
20923,['3646551'],Relevant
20924,['6532897'],Relevant
20925,['7119292'],Relevant
20926,['2840933'],Relevant
20927,['7761845'],Relevant
20928,['7520992'],Relevant
20929,['8074237'],Relevant
20930,['5039530'],Relevant
20931,['3088940'],Relevant
20932,['7126731'],Relevant
20933,['7111298'],Relevant
20934,['5600145'],Relevant
20935,['6787150'],Relevant
20936,['8461237'],Relevant
20937,['3085933'],Relevant
20938,['4994376'],Relevant
20939,['8024095'],Relevant
20940,['4322292'],Relevant
20941,['4981323'],Relevant
20942,['3970650'],Relevant
20943,['6496041'],Relevant
20944,['6394240'],Relevant
20945,['5372786'],Relevant
20946,['5801462'],Relevant
20947,['3747598'],Relevant
20948,['7698770'],Relevant
20949,['6168783'],Relevant
20950,['7464596'],Relevant
20951,['6601486'],Relevant
20952,['7642752'],Relevant
20953,['5552954'],Relevant
20954,['3690029'],Relevant
20955,['7153491'],Relevant
20956,['5070874'],Relevant
20957,['8401648'],Relevant
20958,['8096528'],Relevant
20959,['3256174'],Relevant
20960,['4868304'],Relevant
20961,['4299513'],Relevant
20962,['4036413'],Relevant
20963,['7587930'],Relevant
20964,['7110869'],Relevant
20965,['5383291'],Relevant
20966,['6092494'],Relevant
20967,['7159069'],Relevant
20968,['4666173'],Relevant
20969,['5834332'],Relevant
20970,['4059315'],Relevant
20971,['5708111'],Relevant
20972,['6835208'],Relevant
20973,['5707224'],Relevant
20974,['6189955'],Relevant
20975,['5404541'],Relevant
20976,['5345789'],Relevant
20977,['8388902'],Relevant
20978,['7506109'],Relevant
20979,['3129300'],Relevant
20980,['6090853'],Relevant
20981,['7407980'],Relevant
20982,['8060146'],Relevant
20983,['6921640'],Relevant
20984,['6023001'],Relevant
20985,['6162926'],Relevant
20986,['4751670'],Relevant
20987,['7660541'],Relevant
20988,['6606805'],Relevant
20989,['3204769'],Relevant
20990,['4180962'],Relevant
20991,['8184216'],Relevant
20992,['6357194'],Relevant
20993,['8308956'],Relevant
20994,['7723237'],Relevant
20995,['4433640'],Relevant
20996,['3471314'],Relevant
20997,['7038956'],Relevant
20998,['7354582'],Relevant
20999,['8468918'],Relevant
21000,['6074166'],Relevant
21001,['3724398'],Relevant
21002,['4243439'],Relevant
21003,['7446147'],Relevant
21004,['4439055'],Relevant
21005,['3351589'],Relevant
21006,['4675025'],Relevant
21007,['7179177'],Relevant
21008,['4444844'],Relevant
21009,['8125375'],Relevant
21010,['4713844'],Relevant
21011,['1637321'],Relevant
21012,['7456780'],Relevant
21013,['4868980'],Relevant
21014,['5052392'],Relevant
21015,['4685647'],Relevant
21016,['6822443'],Relevant
21017,['4534012'],Relevant
21018,['6535554'],Relevant
21019,['7501548'],Relevant
21020,['2753850'],Relevant
21021,['3819439'],Relevant
21022,['7106243'],Relevant
21023,['5618403'],Relevant
21024,['7283459'],Relevant
21025,['4491368'],Relevant
21026,['6892205'],Relevant
21027,['3377098'],Relevant
21028,['8239406'],Relevant
21029,['3996866'],Relevant
21030,['7763357'],Relevant
21031,['4619455'],Relevant
21032,['3896672'],Relevant
21033,['7052487'],Relevant
21034,['5960508'],Relevant
21035,['4642807'],Relevant
21036,['7929679'],Relevant
21037,['5900007'],Relevant
21038,['7230722'],Relevant
21039,['6026522'],Relevant
21040,['6601708'],Relevant
21041,['4718939'],Relevant
21042,['3827147'],Relevant
21043,['4650350'],Relevant
21044,['4219874'],Relevant
21045,['6581552'],Relevant
21046,['7125819'],Relevant
21047,['3738912'],Relevant
21048,['7078510'],Relevant
21049,['7396676'],Relevant
21050,['7325291'],Relevant
21051,['3334574'],Relevant
21052,['2900297'],Relevant
21053,['6833216'],Relevant
21054,['7150159'],Relevant
21055,['6415501'],Relevant
21056,['7288102'],Relevant
21057,['6661477'],Relevant
21058,['6395443'],Relevant
21059,['5902575'],Relevant
21060,['3411510'],Relevant
21061,['7694021'],Relevant
21062,['4795712'],Relevant
